Freq.	V(n001)/I(V1)
1.44595691913839e+02	-4.02538900771828e+00,-5.71529195384239e-01
1.44995679913599e+02	-4.02558858956573e+00,-5.73743949286039e-01
1.45395667913359e+02	-4.02578981310662e+00,-5.75965823843490e-01
1.45795655913119e+02	-4.02599269450156e+00,-5.78194872655284e-01
1.46195643912879e+02	-4.02619725011030e+00,-5.80431149805789e-01
1.46595631912639e+02	-4.02640349649467e+00,-5.82674709870686e-01
1.46995619912399e+02	-4.02661145042147e+00,-5.84925607922784e-01
1.47395607912159e+02	-4.02682112886546e+00,-5.87183899537768e-01
1.47795595911919e+02	-4.02703254901244e+00,-5.89449640800108e-01
1.48195583911679e+02	-4.02724572826231e+00,-5.91722888309037e-01
1.48595571911439e+02	-4.02746068423215e+00,-5.94003699184682e-01
1.48995559911199e+02	-4.02767743475954e+00,-5.96292131074090e-01
1.49395547910958e+02	-4.02789599790570e+00,-5.98588242157590e-01
1.49795535910718e+02	-4.02811639195884e+00,-6.00892091154991e-01
1.50195523910478e+02	-4.02833863543750e+00,-6.03203737332128e-01
1.50595511910238e+02	-4.02856274709398e+00,-6.05523240507193e-01
1.50995499909998e+02	-4.02878874591784e+00,-6.07850661057466e-01
1.51395487909758e+02	-4.02901665113939e+00,-6.10186059925945e-01
1.51795475909518e+02	-4.02924648223331e+00,-6.12529498628067e-01
1.52195463909278e+02	-4.02947825892233e+00,-6.14881039258692e-01
1.52595451909038e+02	-4.02971200118093e+00,-6.17240744498975e-01
1.52995439908798e+02	-4.02994772923913e+00,-6.19608677623475e-01
1.53395427908558e+02	-4.03018546358637e+00,-6.21984902507290e-01
1.53795415908318e+02	-4.03042522497540e+00,-6.24369483633384e-01
1.54195403908078e+02	-4.03066703442631e+00,-6.26762486099897e-01
1.54595391907838e+02	-4.03091091323057e+00,-6.29163975627666e-01
1.54995379907598e+02	-4.03115688295515e+00,-6.31574018567767e-01
1.55395367907358e+02	-4.03140496544679e+00,-6.33992681909265e-01
1.55795355907118e+02	-4.03165518283620e+00,-6.36420033286976e-01
1.56195343906878e+02	-4.03190755754250e+00,-6.38856140989395e-01
1.56595331906638e+02	-4.03216211227757e+00,-6.41301073966753e-01
1.56995319906398e+02	-4.03241887005067e+00,-6.43754901839094e-01
1.57395307906158e+02	-4.03267785417294e+00,-6.46217694904630e-01
1.57795295905918e+02	-4.03293908826216e+00,-6.48689524148086e-01
1.58195283905678e+02	-4.03320259624744e+00,-6.51170461249187e-01
1.58595271905438e+02	-4.03346840237414e+00,-6.53660578591333e-01
1.58995259905198e+02	-4.03373653120877e+00,-6.56159949270333e-01
1.59395247904958e+02	-4.03400700764401e+00,-6.58668647103313e-01
