Freq.	V(n001)/I(V1)
4.46069213842765e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.47069413882773e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.48069613922781e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.49069813962789e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.50070014002797e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.51070214042805e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.52070414082813e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.53070614122821e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.54070814162828e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.55071014202836e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.56071214242844e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.57071414282852e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.58071614322860e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.59071814362868e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.60072014402876e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.61072214442884e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.62072414482892e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.63072614522900e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.64072814562908e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.65073014602916e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.66073214642924e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.67073414682932e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.68073614722940e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.69073814762948e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.70074014802956e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.71074214842964e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.72074414882972e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.73074614922980e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.74074814962988e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.75075015002996e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.76075215043004e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.77075415083012e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.78075615123020e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.79075815163028e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.80076015203036e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.81076215243044e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.82076415283052e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.83076615323060e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.84076815363068e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.85077015403076e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.86077215443083e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.87077415483091e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.88077615523099e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.89077815563107e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.90078015603115e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.91078215643123e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.92078415683131e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.93078615723139e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.94078815763147e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.95079015803155e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.96079215843163e+01	-1.00000000000000e+06,-0.00000000000000e+00
